year,tri_facility_id,facility_name,street_address,city,county,st,zip,latitude,longitude,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatement_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid
2011,14901KNNDY1021E,KENNEDY VALVE,1021 E WATER ST,ELMIRA,CHEMUNG,NY,14901,42.09277,-76.786313,,,,,,,331511,332911,,,,,1311209226479,DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCWANE INC,004001715,26
2011,14901KNNDY1021E,KENNEDY VALVE,1021 E WATER ST,ELMIRA,CHEMUNG,NY,14901,42.09277,-76.786313,,,,,,,331511,332911,,,,,1311209226517,ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,2.54,0.23,26.2,0,0,0,0,0,0,0,0,0,28.97,77.6,0,77.6,0,791.026,375.4,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,3134.426,0,141859,156.4,0,0.29,142015.69,0,0,0,0,0,0,0,0,0,0,3240.996,0,0,28.97,2021.7768,1190.1716,0,0,0,142015.69,0,0,145256.6084,0,0.83,MCWANE INC,004001715,27
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409085,CUMENE,000098828,YES,NON-PBT,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,10,0,0,9.97,0,0,0,0.19,0,0,0,0,10.16,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,28
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409147,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0.0172,0.57,0,0,0,0,0,0,0,0,0,0,0.5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.5872,0,0,0.5872,0,0,0,0.001,0,0,0,0,0.5882,0,0.98,SUPERIOR PLUS ENERGY SERVICES INC,NA,29
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409162,XYLENE (MIXED ISOMERS),001330207,YES,NON-PBT,NO,0,NO,R,Pounds,10,54,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,0,5.47,0,0,0,0,0,0,0,64,0,0,63.09,0,0,0,3.64,0,0,0,0,66.73,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,30
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409111,METHYL TERT-BUTYL ETHER,001634044,YES,NON-PBT,NO,0,NO,R,Pounds,18,107,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,125,0,0,0,0,0,0,0,0,125,0,1.03,SUPERIOR PLUS ENERGY SERVICES INC,NA,31
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409123,N-HEXANE,000110543,YES,NON-PBT,NO,0,NO,R,Pounds,176,1066,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0,0,0,0,0,1242,0,0,1241.97,0,0,0,0.16,0,0,0,0,1242.13,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,32
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409109,ETHYLBENZENE,000100414,YES,NON-PBT,NO,0,NO,R,Pounds,1.3,7,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.89,0,0,0,0,0,0,0,8.3,0,0,8.16,0,0,0,0.6,0,0,0,0,8.76,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,33
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409135,NAPHTHALENE,000091203,YES,NON-PBT,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0,6.64,0,0,0,0,0,0,0,10,0,0,9.07,0,0,0,4.76,0,0,0,0,13.83,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,34
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409150,TOLUENE,000108883,YES,NON-PBT,NO,0,NO,R,Pounds,35,212,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,1.38,0,0,0,0,0,0,0,247,0,0,246.78,0,0,0,0.93,0,0,0,0,247.71,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,35
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409097,CYCLOHEXANE,000110827,NO,NON-PBT,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,1.03,SUPERIOR PLUS ENERGY SERVICES INC,NA,36
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409061,BENZENE,000071432,YES,NON-PBT,NO,0,YES,R,Pounds,17,104,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,121,0,0,120.98,0,0,0,0.14,0,0,0,0,121.12,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,37
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409073,"BENZO(G,H,I)PERYLENE",000191242,YES,PBT,NO,0,YES,R,Pounds,0.002,0.069,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.071,0,0,0.071,0,0,0,0.001,0,0,0,0,0.072,0,1.28,SUPERIOR PLUS ENERGY SERVICES INC,NA,38
2011,14814GRFFTSTATE,GRIFFITH ENERGY - BIG FLATS,3351 STATE RT 352,BIG FLATS,CHEMUNG,NY,14814,42.127319,-76.962676,,,,,,,424710,,,,,,1311209409059,"1,2,4-TRIMETHYLBENZENE",000095636,NO,NON-PBT,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,1.03,SUPERIOR PLUS ENERGY SERVICES INC,NA,39
2011,11371GDNVTLAGUA,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,40.77463,-73.8742,,,,,,,424710,,,,,,1311209203393,BENZENE,000071432,YES,NON-PBT,NO,0,YES,R,Pounds,2.8,51.99,0,0,0,0,0,0,0,0,0,0,54.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.68,98.68,0,0,0,0,0,0.53,0,0,0,0.53,54.79,0,0,54.79,0,0,0,0,0,98.68,0,0.53,154,0,1.05,ALLIED AVIATION HOLDING CO,NA,40
